TARA_ARC_108_MAG_00117_000000000001_2	iAF987.Gmet_1953	48.2	114	57	2	79	190	76	189	9.74e-26	98.2
TARA_ARC_108_MAG_00117_000000000001_4	iML1515.b3389	43.4	362	197	4	5	365	4	358	6.39e-92	279
TARA_ARC_108_MAG_00117_000000000001_4	iSSON_1240.SSON_3520	43.4	362	197	4	5	365	4	358	6.39e-92	279
TARA_ARC_108_MAG_00117_000000000001_4	STM_v1_0.STM3486	43.9	362	195	4	5	365	4	358	9.03e-92	279
TARA_ARC_108_MAG_00117_000000000001_4	iSbBS512_1146.SbBS512_E3766	43.4	362	197	4	5	365	4	358	1.28e-91	278
TARA_ARC_108_MAG_00117_000000000001_4	iSF_1195.SF3407	43.4	362	197	4	5	365	4	358	2.56e-91	278
TARA_ARC_108_MAG_00117_000000000001_4	iJN1463.PP_5078	44.8	359	182	5	5	359	4	350	3.96e-91	277
TARA_ARC_108_MAG_00117_000000000001_4	iSDY_1059.SDY_3690	43.1	362	198	4	5	365	4	358	3.61e-91	277
TARA_ARC_108_MAG_00117_000000000001_4	iPC815.YPO0152	41.6	363	203	5	5	365	4	359	3.69e-88	270
TARA_ARC_108_MAG_00117_000000000001_4	iYL1228.KPN_03760	41.7	362	203	4	5	365	4	358	5.54e-88	269
TARA_ARC_108_MAG_00117_000000000001_4	iLB1027_lipid.PHATRDRAFT_20809	41.8	371	201	8	3	365	58	421	1.14e-86	268
TARA_ARC_108_MAG_00117_000000000001_4	iCN718.ABAYE_RS02015	42.1	361	197	4	7	367	6	354	2.23e-83	257
TARA_ARC_108_MAG_00117_000000000001_5	iCN718.ABAYE_RS02010	38.5	174	106	1	8	181	13	185	1.48e-33	117
TARA_ARC_108_MAG_00117_000000000001_5	iJN1463.PP_5079	41.5	147	85	1	15	160	2	148	1.65e-31	112
TARA_ARC_108_MAG_00117_000000000001_5	iSynCJ816.SGL_RS03075	40.0	140	83	1	19	158	17	155	4.08e-30	108
