TARA_ARC_108_MAG_00201_000000000001_4	iJN1463.PP_2008	63.9	674	242	1	11	683	20	693	7.96e-320	884
TARA_ARC_108_MAG_00201_000000000001_5	STM_v1_0.STM0226	39.2	288	152	4	1	270	1	283	1.88e-23	98.6
TARA_ARC_108_MAG_00201_000000000001_5	iCN718.ABAYE_RS08265	43.2	264	144	5	1	263	3	261	7.37e-22	94.4
TARA_ARC_108_MAG_00201_000000000001_5	iAF987.Gmet_2355	44.0	325	176	3	3	327	4	322	3.13e-21	92.4
TARA_ARC_108_MAG_00201_000000000001_5	iIT341.HP0196	47.2	106	55	1	165	270	155	259	7.23e-21	91.3
TARA_ARC_108_MAG_00201_000000000001_7	iCN900.CD630_04310	23.9	544	320	18	11	533	7	477	1.77e-20	94.4
TARA_ARC_108_MAG_00201_000000000001_10	iML1515.b2428	59.0	234	94	1	1	232	1	234	3.17e-77	236
TARA_ARC_108_MAG_00201_000000000001_10	iSbBS512_1146.SbBS512_E2800	60.4	217	86	0	16	232	18	234	4.49e-77	235
TARA_ARC_108_MAG_00201_000000000001_10	iSDY_1059.SDY_2624	59.9	217	87	0	16	232	18	234	1.27e-76	234
TARA_ARC_108_MAG_00201_000000000001_10	iSSON_1240.SSON_2517	59.9	217	87	0	16	232	18	234	1.80e-76	234
TARA_ARC_108_MAG_00201_000000000001_10	iSF_1195.SF2481	59.9	217	87	0	16	232	18	234	7.24e-76	232
TARA_ARC_108_MAG_00201_000000000001_10	iYS854.USA300HOU_RS01010	50.4	242	120	0	15	256	15	256	7.24e-76	232
TARA_ARC_108_MAG_00201_000000000001_10	iCN900.CD630_30460	48.4	248	127	1	24	270	29	276	4.51e-73	225
TARA_ARC_108_MAG_00201_000000000001_14	iJN1463.PP_4210	38.5	179	109	1	41	219	477	654	1.55e-30	117
TARA_ARC_108_MAG_00201_000000000002_1	iCN900.CD630_25580	48.0	148	76	1	2	148	6	153	8.41e-44	141
TARA_ARC_108_MAG_00201_000000000002_1	iSDY_1059.SDY_4064	44.6	148	81	1	2	148	3	150	9.29e-42	136
TARA_ARC_108_MAG_00201_000000000002_1	iML1515.b3634	44.6	148	81	1	2	148	3	150	2.64e-41	135
TARA_ARC_108_MAG_00201_000000000002_1	iSbBS512_1146.SbBS512_E4059	44.6	148	81	1	2	148	3	150	2.64e-41	135
TARA_ARC_108_MAG_00201_000000000002_1	iSF_1195.SF3673	44.6	148	81	1	2	148	3	150	2.64e-41	135
TARA_ARC_108_MAG_00201_000000000002_1	iSSON_1240.SSON_3773	44.6	148	81	1	2	148	3	150	2.64e-41	135
TARA_ARC_108_MAG_00201_000000000002_1	STM_v1_0.STM3725	43.9	148	82	1	2	148	3	150	5.31e-41	134
TARA_ARC_108_MAG_00201_000000000002_1	iHN637.CLJU_RS06240	45.3	150	81	1	1	149	1	150	8.72e-41	134
TARA_ARC_108_MAG_00201_000000000002_1	iLJ478.TM0741	46.9	147	77	1	3	148	2	148	7.98e-41	134
TARA_ARC_108_MAG_00201_000000000002_1	iYL1228.KPN_03974	42.9	147	83	1	3	148	4	150	6.09e-40	131
TARA_ARC_108_MAG_00201_000000000002_1	iCN718.ABAYE_RS14785	43.5	147	82	1	3	148	5	151	9.71e-40	131
TARA_ARC_108_MAG_00201_000000000002_1	iSynCJ816.SGL_RS15225	45.9	146	78	1	4	148	3	148	1.73e-39	130
TARA_ARC_108_MAG_00201_000000000002_1	iAF987.Gmet_1759	43.6	149	83	1	2	149	4	152	7.85e-39	129
TARA_ARC_108_MAG_00201_000000000002_2	iCN900.CD630_16260	30.9	353	201	6	2	312	11	362	2.14e-42	149
TARA_ARC_108_MAG_00201_000000000002_2	iLJ478.TM0259	32.7	321	181	8	1	316	7	297	7.08e-43	149
TARA_ARC_108_MAG_00201_000000000002_2	iCN900.CD630_14080	30.8	315	189	6	1	312	7	295	1.36e-41	145
TARA_ARC_108_MAG_00201_000000000002_2	iYO844.BSU04560	30.9	337	206	8	2	312	3	338	9.35e-41	145
TARA_ARC_108_MAG_00201_000000000002_2	iAF987.Gmet_0415	32.0	319	188	8	1	316	15	307	1.15e-38	144
TARA_ARC_108_MAG_00201_000000000002_2	iPC815.YPO0557	31.5	314	182	8	1	306	9	297	2.55e-39	140
TARA_ARC_108_MAG_00201_000000000002_2	iHN637.CLJU_RS15825	31.0	313	189	7	1	312	7	293	1.09e-38	138
TARA_ARC_108_MAG_00201_000000000002_4	iYS854.USA300HOU_RS06015	44.9	321	154	5	16	334	2	301	1.53e-80	247
