TARA_ARC_108_MAG_00080_000000000001_2	iPC815.YPO3117	53.0	321	146	1	16	336	5	320	2.53e-120	350
TARA_ARC_108_MAG_00080_000000000001_2	iSF_1195.SF0420	50.8	317	151	1	16	332	5	316	6.71e-113	331
TARA_ARC_108_MAG_00080_000000000001_2	iSSON_1240.SSON_0462	50.8	317	151	1	16	332	5	316	2.71e-112	329
TARA_ARC_108_MAG_00080_000000000001_2	iSDY_1059.SDY_0444	50.8	317	151	1	16	332	5	316	5.43e-112	328
TARA_ARC_108_MAG_00080_000000000001_2	iML1515.b0475	50.5	317	152	1	16	332	5	316	1.09e-111	328
TARA_ARC_108_MAG_00080_000000000001_2	iSbBS512_1146.SbBS512_E0408	50.5	317	152	1	16	332	5	316	1.55e-111	327
TARA_ARC_108_MAG_00080_000000000001_2	iCN718.ABAYE_RS16875	48.9	329	166	2	13	340	5	332	4.57e-110	324
TARA_ARC_108_MAG_00080_000000000001_2	STM_v1_0.STM0489	49.4	316	155	1	16	331	5	315	1.16e-108	320
TARA_ARC_108_MAG_00080_000000000001_3	iCN900.CD630_28350	43.1	511	275	4	23	531	2	498	1.95e-139	412
TARA_ARC_108_MAG_00080_000000000001_6	iML1515.b4173	68.6	427	133	1	1	427	1	426	9.44e-203	566
TARA_ARC_108_MAG_00080_000000000001_10	iJN1463.PP_4897	41.8	471	255	7	2	457	3	469	3.76e-104	318
TARA_ARC_108_MAG_00080_000000000001_12	iML1515.b4167	43.1	496	268	6	9	498	12	499	3.96e-125	374
TARA_ARC_108_MAG_00080_000000000001_13	iJN1463.PP_4900	56.0	343	150	1	8	349	7	349	9.80e-147	419
TARA_ARC_108_MAG_00080_000000000001_15	iML1515.b3997	78.4	287	62	0	1	287	68	354	1.01e-166	466
TARA_ARC_108_MAG_00080_000000000001_15	iSbBS512_1146.SbBS512_E4488	78.4	287	62	0	1	287	68	354	1.01e-166	466
TARA_ARC_108_MAG_00080_000000000001_15	iSSON_1240.SSON_4170	78.4	287	62	0	1	287	68	354	1.01e-166	466
TARA_ARC_108_MAG_00080_000000000001_15	iPC815.YPO3734	78.4	287	62	0	1	287	68	354	1.04e-166	466
TARA_ARC_108_MAG_00080_000000000001_15	STM_v1_0.STM4167	78.7	286	61	0	1	286	68	353	2.88e-166	464
TARA_ARC_108_MAG_00080_000000000001_15	iSF_1195.SF4069	78.0	287	63	0	1	287	68	354	5.80e-166	464
TARA_ARC_108_MAG_00080_000000000001_15	iSDY_1059.SDY_3729	78.0	287	63	0	1	287	68	354	3.34e-165	462
TARA_ARC_108_MAG_00080_000000000001_15	iYL1228.KPN_04379	78.7	287	61	0	1	287	68	354	4.74e-165	461
TARA_ARC_108_MAG_00080_000000000003_4	iCHOv1.100764455	28.5	193	128	7	10	197	46	233	1.86e-07	50.4
TARA_ARC_108_MAG_00080_000000000003_9	iYL1228.KPN_04830	25.6	199	115	6	68	255	48	224	6.33e-05	42.7
TARA_ARC_108_MAG_00080_000000000003_9	iML1515.b3385	30.8	91	63	0	129	219	114	204	3.14e-04	40.8
TARA_ARC_108_MAG_00080_000000000003_9	iSbBS512_1146.SbBS512_E3762	30.8	91	63	0	129	219	114	204	3.14e-04	40.8
TARA_ARC_108_MAG_00080_000000000003_9	iSDY_1059.SDY_3694	30.8	91	63	0	129	219	114	204	3.14e-04	40.8
TARA_ARC_108_MAG_00080_000000000003_9	iSF_1195.SF3403	30.8	91	63	0	129	219	114	204	3.14e-04	40.8
TARA_ARC_108_MAG_00080_000000000003_9	iSSON_1240.SSON_3516	30.8	91	63	0	129	219	114	204	3.14e-04	40.8
TARA_ARC_108_MAG_00080_000000000003_13	iCN900.CD630_25960	31.5	238	142	5	22	249	17	243	5.17e-28	108
TARA_ARC_108_MAG_00080_000000000003_13	iNF517.LLMG_RS07670	32.2	236	137	8	22	247	14	236	2.68e-26	103
TARA_ARC_108_MAG_00080_000000000003_13	iYS854.USA300HOU_RS06015	31.6	253	147	5	7	247	2	240	2.88e-26	103
TARA_ARC_108_MAG_00080_000000000004_13	iYO844.BSU28680	24.7	526	315	12	16	536	8	457	5.14e-35	139
TARA_ARC_108_MAG_00080_000000000004_13	iIT341.HP1222	23.9	685	424	24	31	692	26	636	5.10e-30	128
TARA_ARC_108_MAG_00080_000000000004_15	iCN718.ABAYE_RS03670	32.6	132	85	1	3	134	2	129	5.44e-21	82.8
TARA_ARC_108_MAG_00080_000000000004_17	iEK1008.Rv1625c	30.0	170	104	1	229	398	242	396	1.23e-15	78.2
TARA_ARC_108_MAG_00080_000000000004_17	iAT_PLT_636.3000	31.3	147	89	2	234	380	876	1010	1.29e-13	72.8
TARA_ARC_108_MAG_00080_000000000004_17	iMM1415.14919	30.5	154	95	2	227	380	872	1013	1.29e-13	72.8
TARA_ARC_108_MAG_00080_000000000004_17	iCHOv1.100755503	32.2	149	89	3	232	380	888	1024	3.02e-13	71.6
TARA_ARC_108_MAG_00080_000000000004_17	iAT_PLT_636.2986	32.2	149	89	3	232	380	878	1014	3.01e-13	71.6
TARA_ARC_108_MAG_00080_000000000004_17	iMM1415.245650	32.2	149	89	3	232	380	878	1014	3.01e-13	71.6
TARA_ARC_108_MAG_00080_000000000004_18	iYL1228.KPN_01139	76.3	455	108	0	1	455	1	455	2.68e-256	704
TARA_ARC_108_MAG_00080_000000000004_18	iSbBS512_1146.SbBS512_E1309	76.5	455	107	0	1	455	1	455	3.12e-255	701
TARA_ARC_108_MAG_00080_000000000004_18	iSSON_1240.SSON_1149	76.5	455	107	0	1	455	1	455	3.12e-255	701
TARA_ARC_108_MAG_00080_000000000004_18	iSDY_1059.SDY_2021	76.3	455	108	0	1	455	1	455	4.43e-255	701
TARA_ARC_108_MAG_00080_000000000004_18	iSF_1195.SF1150	76.3	455	108	0	1	455	1	455	1.27e-254	699
TARA_ARC_108_MAG_00080_000000000004_18	iML1515.b1131	76.3	455	108	0	1	455	1	455	1.80e-254	699
TARA_ARC_108_MAG_00080_000000000004_18	STM_v1_0.STM1232	75.2	455	113	0	1	455	1	455	5.98e-253	695
TARA_ARC_108_MAG_00080_000000000004_18	iPC815.YPO1636	73.8	455	119	0	1	455	1	455	2.56e-247	681
TARA_ARC_108_MAG_00080_000000000004_18	iJN1463.PP_4016	70.4	449	132	1	1	448	1	449	1.70e-231	641
TARA_ARC_108_MAG_00080_000000000004_20	iLJ478.TM1253	32.0	103	52	4	10	107	310	399	4.25e-04	42.0
TARA_ARC_108_MAG_00080_000000000004_21	iYS854.USA300HOU_RS07985	39.2	176	92	5	4	176	62	225	6.62e-32	114
TARA_ARC_108_MAG_00080_000000000004_22	iCN718.ABAYE_RS05415	66.4	737	247	1	3	738	5	741	0.0	1005
TARA_ARC_108_MAG_00080_000000000004_22	iEK1008.Rv0066c	66.1	735	248	1	6	739	8	742	0.0	991
TARA_ARC_108_MAG_00080_000000000004_22	iAF987.Gmet_1359	62.9	739	274	0	1	739	1	739	0.0	933
TARA_ARC_108_MAG_00080_000000000004_22	iJN1463.PP_4012	64.0	738	266	0	2	739	3	740	0.0	932
TARA_ARC_108_MAG_00080_000000000004_26	iCN900.CD630_20200	37.3	866	399	11	6	742	10	860	2.89e-173	519
TARA_ARC_108_MAG_00080_000000000004_31	iPC815.YPO1374	75.0	320	80	0	1	320	1	320	6.50e-180	499
TARA_ARC_108_MAG_00080_000000000004_31	iSF_1195.SF0847	75.7	317	76	1	1	316	1	317	7.47e-177	491
TARA_ARC_108_MAG_00080_000000000004_31	iML1515.b0888	75.7	317	76	1	1	316	1	317	1.51e-176	491
TARA_ARC_108_MAG_00080_000000000004_31	iSDY_1059.SDY_2373	75.7	317	76	1	1	316	1	317	1.51e-176	491
TARA_ARC_108_MAG_00080_000000000004_31	iSSON_1240.SSON_0889	75.7	317	76	1	1	316	1	317	1.51e-176	491
TARA_ARC_108_MAG_00080_000000000004_31	iSbBS512_1146.SbBS512_E2441	75.4	317	77	1	1	316	1	317	1.23e-175	488
TARA_ARC_108_MAG_00080_000000000004_31	iYL1228.KPN_00920	74.8	317	79	1	1	316	10	326	8.36e-174	484
TARA_ARC_108_MAG_00080_000000000004_31	STM_v1_0.STM0958	74.8	317	79	1	1	316	1	317	6.05e-174	484
TARA_ARC_108_MAG_00080_000000000004_31	iJN1463.PP_0786	71.8	316	88	1	1	316	1	315	1.39e-167	468
TARA_ARC_108_MAG_00080_000000000004_33	iAF987.Gmet_1750	40.3	231	124	5	323	551	35	253	1.88e-31	124
TARA_ARC_108_MAG_00080_000000000004_38	iSDY_1059.SDY_1506	66.7	333	111	0	2	334	3	335	9.46e-155	437
TARA_ARC_108_MAG_00080_000000000004_38	iML1515.b1767	66.7	333	111	0	2	334	3	335	3.84e-154	435
TARA_ARC_108_MAG_00080_000000000004_38	iSbBS512_1146.SbBS512_E2022	66.7	333	111	0	2	334	3	335	3.84e-154	435
