TARA_ARC_108_MAG_00179_000000000001_1	iSynCJ816.SGL_RS14865	56.8	243	101	3	10	251	12	251	1.34e-89	265
TARA_ARC_108_MAG_00179_000000000001_1	iSynCJ816.SGL_RS16015	51.2	252	118	3	4	251	23	273	1.08e-83	251
TARA_ARC_108_MAG_00179_000000000001_5	STM_v1_0.STM0218	83.8	240	39	0	1	240	1	240	1.14e-144	404
TARA_ARC_108_MAG_00179_000000000001_5	iPC815.YPO1046	83.8	240	39	0	1	240	1	240	1.14e-144	404
TARA_ARC_108_MAG_00179_000000000001_5	iYL1228.KPN_00184	83.3	240	40	0	1	240	1	240	3.26e-144	402
TARA_ARC_108_MAG_00179_000000000001_5	iML1515.b0171	82.9	240	41	0	1	240	1	240	9.35e-144	401
TARA_ARC_108_MAG_00179_000000000001_5	iSbBS512_1146.SbBS512_E0164	82.9	240	41	0	1	240	1	240	9.35e-144	401
TARA_ARC_108_MAG_00179_000000000001_5	iSF_1195.SF0161	82.9	240	41	0	1	240	1	240	9.35e-144	401
TARA_ARC_108_MAG_00179_000000000001_5	iSSON_1240.SSON_0183	82.9	240	41	0	1	240	1	240	9.35e-144	401
TARA_ARC_108_MAG_00179_000000000001_5	iSDY_1059.SDY_0187	82.5	240	42	0	1	240	1	240	1.89e-143	400
TARA_ARC_108_MAG_00179_000000000001_7	iML1515.b0174	62.7	233	87	0	19	251	14	246	2.07e-102	298
TARA_ARC_108_MAG_00179_000000000001_7	iSDY_1059.SDY_0190	62.7	233	87	0	19	251	14	246	2.07e-102	298
TARA_ARC_108_MAG_00179_000000000001_7	iSF_1195.SF0164	62.7	233	87	0	19	251	14	246	2.07e-102	298
TARA_ARC_108_MAG_00179_000000000001_7	iSSON_1240.SSON_0186	62.2	233	88	0	19	251	14	246	5.91e-102	296
TARA_ARC_108_MAG_00179_000000000001_7	iSbBS512_1146.SbBS512_E0167	62.7	233	87	0	19	251	13	245	1.15e-101	296
TARA_ARC_108_MAG_00179_000000000001_7	iPC815.YPO1049	60.7	229	90	0	23	251	16	244	4.66e-101	294
TARA_ARC_108_MAG_00179_000000000001_7	STM_v1_0.STM0221	61.8	233	89	0	19	251	13	245	2.18e-99	290
